id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
886289,"Beautiful 18C house in the center,private terrace.",4698713,Mark Y Toñi,Casco Antiguo,San Bartolomé,37.39057,-5.98649,Entire home/apt,125,2,60,2022-02-14,0.59,1,51,4,VFT/SE/01528
887207,'Views of the CATHEDRAL' (VFT/SE/01660),3952052,Javier,Casco Antiguo,Arenal,37.38582,-5.9951,Entire home/apt,88,2,89,2022-09-12,0.76,4,148,45,VFT/SE/03258
887688,Charming apartment in Seville,4697283,Caridad,Casco Antiguo,San Gil,37.40286,-5.98858,Entire home/apt,80,2,1,2022-07-09,0.37,3,316,1,A/SE/00091
887691,Charming apartment in Sevilla,4697283,Caridad,Casco Antiguo,San Gil,37.40109,-5.98967,Entire home/apt,80,2,0,,,3,314,0,A/SE/00091
888189,Expléndido dúplex en el centro!!,4707941,Laguarcon S.L.,Casco Antiguo,Feria,37.40033,-5.99326,Entire home/apt,83,3,10,2018-11-02,0.10,2,21,0,VFT/SE/00628
888610,Central 3b Penthouse with Terrace. VFT/SE/00722,2584848,Jose Manuel,Casco Antiguo,San Bartolomé,37.39019,-5.98516,Entire home/apt,181,2,103,2020-01-02,0.89,3,0,0,VFT/SE/00722
891310,Alameda Apartment A in Seville,4735558,Ana Maria,Casco Antiguo,San Lorenzo,37.3986,-5.99428,Entire home/apt,58,3,116,2022-09-11,1.01,3,140,18,VFT/SE/01000
893567,NICE APARTMENT WITH TERRACE,443808555,Demetrio,Casco Antiguo,Feria,37.39949,-5.99215,Entire home/apt,106,3,57,2022-09-22,0.49,2,164,42,VFT/SE/08498
893928,Jewish neighborhood (center) with free parking,4754979,Daniel,Casco Antiguo,San Bartolomé,37.38975,-5.98859,Entire home/apt,131,2,340,2022-09-15,2.94,1,310,54,VFT/SE/00402
897891,Penthouse Laraña I,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39183,-5.99306,Entire home/apt,180,3,15,2022-09-09,0.22,34,161,9,A/SE/00143
898078,Penthouse Laraña II,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39188,-5.99323,Entire home/apt,180,3,31,2022-08-15,0.27,34,146,11,A/SE/00143
898108,Ático Laraña III,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,"Encarnación, Regina",37.39378,-5.99374,Entire home/apt,266,3,35,2022-09-08,0.39,34,148,21,A/SE/00143
898135,Ático Laraña IV,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39196,-5.99354,Entire home/apt,132,3,3,2021-05-31,0.03,34,152,0,A/SE/00143
898157,Laraña Mirador,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39246,-5.99172,Entire home/apt,102,3,7,2022-05-04,0.20,34,131,4,A/SE/00143
899093,Maravilloso dúplex con terraza,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,San Lorenzo,37.3968,-5.99446,Entire home/apt,109,3,80,2022-07-12,0.70,34,289,5,VFT/SE/00888
901012,"4. GRANADA.(1Bedroom,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40164,-5.99733,Entire home/apt,82,2,4,2022-06-05,0.04,23,207,2,A/SE/00080
901842,"4. CÓRDOBA.(1Bedroom,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40051,-5.99688,Entire home/apt,79,2,6,2022-06-09,0.06,23,189,4,A/SE/00094
901890,"0. CATEDRAL 2.(1Bedroom,1sofabed,WIFI,terrace)",4813585,Francisco,Casco Antiguo,Arenal,37.38774,-5.99418,Entire home/apt,111,2,1,2014-10-08,0.01,23,250,0,VFT/SE/146
901938,"5. ALMERÍA.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40036,-5.99703,Entire home/apt,140,2,6,2018-10-16,0.05,23,266,0,A/SE/00094
901976,"5. MÁLAGA.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.39995,-5.99648,Entire home/apt,140,2,4,2022-04-16,0.03,23,281,2,A/SE/00094
902957,Penthouse Edificio Constitución VII,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Cruz,37.38318,-5.9951,Entire home/apt,188,3,21,2018-09-30,0.21,34,95,0,A/SE/00141
902992,Apartment Constitución VI,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Cruz,37.38292,-5.99368,Entire home/apt,103,3,18,2022-09-05,0.18,34,293,11,A/SE/00141
903029,Apartamento Constitución V,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Cruz,37.38294,-5.99313,Entire home/apt,141,3,63,2022-08-10,0.65,34,314,12,A/SE/00141
903045,ESTUDIO CONSTITUCIÓN IV,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Cruz,37.3833,-5.9929,Entire home/apt,99,3,17,2022-08-17,0.15,34,321,11,A/SE/00141
903083,"7. MAESTRANZA 5.(3Bedrooms,1sofabed,WIFI,terrace)",4813585,Francisco,Casco Antiguo,Arenal,37.38708,-5.99931,Entire home/apt,210,2,70,2022-08-16,0.61,23,195,5,A/SE/00112
903380,"Casa Relator. 3 bedrooms, 2 bathrooms",4827501,Veoapartment,Casco Antiguo,San Gil,37.40034,-5.99192,Entire home/apt,174,1,174,2022-09-19,1.60,5,269,33,VFT/SE/02112
903396,Feria1B - Modern studio in Macarena,4827501,Veoapartment,Casco Antiguo,Feria,37.39855,-5.99154,Entire home/apt,90,1,254,2022-09-20,2.22,5,314,39,VFT/SE/02110
903399,Feria 2B - Studio in Macarena,4827501,Veoapartment,Casco Antiguo,Feria,37.39855,-5.99154,Entire home/apt,90,1,181,2022-09-20,1.84,5,318,41,VFT/SE/02110
903408,Feria2A - in Macarena neighbourhood,4827501,Veoapartment,Casco Antiguo,Feria,37.39855,-5.99154,Entire home/apt,90,1,156,2022-06-27,1.42,5,327,22,VFT/SE/02110
903626,Apartamento en el centro de Sevilla con garaje,4830830,Alejandro,Casco Antiguo,Feria,37.39661,-5.99399,Private room,59,2,0,,,3,0,0,RTA: A/SE/00051
903791,"5. SEVILLA.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40077,-5.99501,Entire home/apt,140,2,2,2016-10-13,0.02,23,269,0,A/SE/00094
904628,Apartamento en Sevilla 2 dormitorios opcion garaje,4830830,Alejandro,Casco Antiguo,San Lorenzo,37.39839,-5.99436,Entire home/apt,120,2,0,,,3,0,0,A/SE/00051
904946,"5. JAÉN.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40187,-5.99723,Entire home/apt,140,2,6,2015-10-07,0.05,23,268,0,A/SE/00094
904975,"7. MAESTRANZA 1.(2Bedrooms,1sofabed,WIFI)",4813585,Francisco,Casco Antiguo,Arenal,37.38843,-5.99762,Entire home/apt,134,2,5,2022-06-26,0.04,23,214,2,A/SE/00112
904994,"7. MAESTRANZA 2.(2Bedrooms,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,Arenal,37.38798,-5.99743,Entire home/apt,142,2,5,2017-07-03,0.04,23,217,0,A/SE/00112
905124,Apartment constitución III,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Cruz,37.38262,-5.99389,Entire home/apt,99,3,16,2022-05-08,0.19,34,295,8,A/SE/00141
905127,Apartment constitution II,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Arenal,37.38471,-5.99487,Entire home/apt,128,3,4,2022-08-14,0.05,34,310,1,A/SE/00141
905130,Apartment Constitución I,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Cruz,37.38495,-5.99313,Entire home/apt,100,3,3,2019-01-13,0.03,34,95,0,A/SE/00141
906052,BIG ROOM.TOWN CENTRE.ONLY LONG TERM,3067388,Miguel,Los Remedios,Los Remedios,37.37568,-6.00148,Private room,10,60,0,,,2,287,0,Codigo registro turistico: VTF/HU/01096
914381,Downtown Apartment in Sevilla,4907659,Luis,Casco Antiguo,San Julián,37.39929,-5.98784,Entire home/apt,85,2,241,2022-09-09,2.65,1,271,1,
923141,Nice room near center + Terrasse / Rosa,3540583,María,Sur,El Porvenir,37.37133,-5.98275,Private room,39,1,274,2022-09-12,2.35,15,332,12,VFT/SE/04157
927430,"5. JERÉZ.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40013,-5.99558,Entire home/apt,140,2,7,2022-03-28,0.06,23,283,1,A/SE/00080
927456,"5. RONDA.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40221,-5.99705,Entire home/apt,121,2,1,2013-04-23,0.01,23,299,0,A/SE/00094
927591,Excellent Apartment in Triana-Sevilla VFT/SE/00913,2584848,Jose Manuel,Triana,Triana Casco Antiguo,37.38413,-6.00325,Entire home/apt,70,3,28,2022-05-17,0.27,3,260,6,VFT/SE/00913
930946,"5. CÁDIZ.(2Bedrooms,1sofabed)",4813585,Francisco,Casco Antiguo,San Gil,37.40201,-5.99499,Entire home/apt,140,2,3,2022-05-22,0.03,23,289,1,A/SE/00094
931171,"7. MAESTRANZA 3.(2Bedrooms,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,Arenal,37.38642,-5.99871,Entire home/apt,133,2,25,2022-05-29,0.21,23,200,5,A/SE/00112
931173,"7. MAESTRANZA 4.(2Bedrooms,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,Arenal,37.38672,-5.99926,Entire home/apt,152,2,18,2022-04-19,0.16,23,171,1,A/SE/00112
935836,"0. CATEDRAL 1.(Studio,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,Arenal,37.38748,-5.996,Entire home/apt,80,2,5,2022-06-06,0.05,23,243,3,VFT/SE/148
936871,CASA PUERTA REAL.PLAZA PARKING GRATIS!!!. Centro,2746843,Dolores,Casco Antiguo,Museo,37.39317,-6.00238,Entire home/apt,192,2,9,2022-06-05,0.22,1,364,7,CTC-201900003738
937355,Penthouse!!! Center of Seville!!! 2 BR + 2 bath!!!,2300263,Brad,Casco Antiguo,"Encarnación, Regina",37.392792,-5.989671,Entire home/apt,95,1,277,2022-09-18,2.43,2,275,74,CTC-2018163798
938623,"B&B, Center. Room with terrace RO-I",3540583,María,Sur,Huerta de la Salud,37.37315,-5.98112,Private room,39,1,418,2022-09-07,3.76,15,335,33,VFT/SE/04157
938631,nice apartament center private cour,1391956,Jorge,Casco Antiguo,Alfalfa,37.39242,-5.99234,Entire home/apt,91,2,296,2022-09-11,2.55,5,55,38,vft/se/0398
938813,Habitacion with sunny terrace B&B,3540583,María,Sur,Huerta de la Salud,37.37301,-5.98096,Private room,39,1,360,2022-03-24,3.15,15,342,8,VFT/SE/04157
939437,"4. HUELVA.(1Bedroom,1sofabed,WIFI)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40176,-5.99731,Entire home/apt,82,2,5,2022-04-11,0.10,23,192,2,A/SE/00094
940632,"4. OSUNA.(1Bedroom,1sofabed,WIFI)",4813585,Francisco,Casco Antiguo,San Gil,37.4017,-5.99501,Entire home/apt,80,2,0,,,23,226,0,A/SE/00094
942524,"6. MARBELLA.(3Bedroom,1sofabed,WIFI,terrace)",4813585,Francisco,Casco Antiguo,San Gil,37.40198,-5.99509,Entire home/apt,167,2,35,2022-08-01,0.31,23,279,7,A/SE/00080
948514,Ático dúplex con terraza privada Eslava 6,4502723,Espacio Eslava,Casco Antiguo,San Vicente,37.3964,-5.99596,Entire home/apt,157,1,16,2022-07-10,0.21,6,278,5,A/SE/00089
951283,Live the most authentic Sevilla in TRIANA,5160972,Maribel,Triana,Triana Oeste,37.38929,-6.00868,Entire home/apt,55,2,437,2022-09-24,3.81,2,256,68,VFT/SE/530
954305,HISTORIC OLD CITY. SAN LUIS STREET,4696783,Rafa,Casco Antiguo,San Julián,37.4001,-5.98746,Entire home/apt,89,2,109,2022-06-27,0.94,6,342,17,A/SE/00091
957149,Apartment next to the Cathedral. FREE WIFI,4614348,Celia,Casco Antiguo,San Bartolomé,37.38764,-5.98918,Entire home/apt,69,2,66,2020-02-24,0.58,1,162,0,VFT/SE/00406
963325,HISTORIC OLD CITY. NEWLY RENOVATED,4696783,Rafa,Casco Antiguo,San Gil,37.40307,-5.99014,Entire home/apt,102,2,75,2022-06-08,0.65,6,33,11,A/SE/00091
982057,HOSTLY SIERPES B -Center-Fibre-Parking Optional,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39064,-5.99453,Entire home/apt,101,2,552,2022-09-15,4.77,29,169,77,A/SE/00268
985433,LF PARKING INCLUDED. Loft adjacent to Santa Cruz,5406544,Nacho,Nervión,San Bernardo,37.38426,-5.98615,Entire home/apt,126,2,479,2022-09-08,4.15,15,60,38,VFT/SE/00222
986180,Happy house in Seville! Viriato12 Room Type E(1/2),5411922,Erna,Casco Antiguo,Feria,37.39664,-5.99347,Private room,47,5,80,2022-08-13,0.70,18,309,14,VFT/SE/00543
1010304,The Elvira Apartment,4646262,Irene,Casco Antiguo,Santa Cruz,37.3852,-5.98951,Entire home/apt,85,3,65,2022-07-31,0.60,2,203,2,CTC-2018125628
1011313,ESTUDIO A DOS MINUTO DE LA CATEDRAL,3767896,María,Casco Antiguo,Alfalfa,37.39046,-5.99371,Entire home/apt,50,60,7,2019-02-02,0.13,3,357,0,
1017062,Blue Canary Room Parking & Spanish Lessons,909708,Adriano,Macarena,"Doctor Barraquer, G. Renfe, Policlínico",37.40747,-5.98655,Private room,45,380,232,2019-09-05,2.02,2,25,0,VFT/SE/01155
1030550,Boho chic apartment next to Mercado de Triana,2118460,Rocio,Triana,Triana Casco Antiguo,37.38501,-6.00458,Entire home/apt,78,3,337,2022-07-31,3.04,4,179,42,VFT/SE/963
1037431,Beautiful apartment roofterrace,5711196,Monte,Casco Antiguo,San Bartolomé,37.3912,-5.98601,Entire home/apt,76,2,473,2022-09-10,4.11,2,130,61,VFT/SE/03507
1038096,Alameda Apartment B in Seville,4735558,Ana Maria,Casco Antiguo,Feria,37.39645,-5.99212,Entire home/apt,58,3,61,2022-09-19,0.53,3,191,11,VFT/SE/01054
1050524,"Designer, Industrial Style Studio Apartment",3121992,María Victoria,Casco Antiguo,Feria,37.39655,-5.99068,Entire home/apt,81,3,331,2022-08-31,2.97,2,62,20,VFT/SE/00326
1056030,Alameda Attic A in downtown Seville,4735558,Ana Maria,Casco Antiguo,Feria,37.39837,-5.99344,Entire home/apt,50,4,70,2022-05-01,0.68,3,143,2,VFT/SE/01018
1070489,"Céntrico Calle Olavide, habitacion privada 2.",5889301,Lisdos,Casco Antiguo,Alfalfa,37.39267,-5.99574,Private room,91,1,87,2022-08-23,1.02,5,15,17,H/SE/00427
1075276,"Pleno centro, moderno y confortable",5915983,Leonardo,Casco Antiguo,San Vicente,37.39586,-5.99934,Entire home/apt,92,3,26,2022-08-28,0.25,1,206,9,VFT/SE/04973
1108421,Quiet Room in the City Center,6085610,María José,Casco Antiguo,Santa Catalina,37.3916,-5.9862,Private room,59,1,180,2022-04-30,1.59,3,87,6,VFT/SE/00898
1120896,"2BR Private Terrace, Parking, Local Tapas & Market",5113729,Alexis,Casco Antiguo,Feria,37.39993,-5.99083,Entire home/apt,130,3,311,2022-09-16,2.75,2,263,35,VFT/SE/00114
1123440,APARTAMENTO CON TERRAZA PRIVADA   VFT/SE/00595,6162974,Javier,Triana,Triana Casco Antiguo,37.38369,-6.00067,Entire home/apt,57,2,413,2022-09-21,3.69,5,82,49,VFT/SE/00595
1126962,APARTAMENTO INMEJORABLE SITUACION,6182724,Ricardo,Casco Antiguo,Museo,37.38985,-6.00038,Entire home/apt,93,2,283,2022-06-11,2.48,1,152,25,VFT/SE/00029
1133825,Penthouse in old town of Seville,6219906,Linda-Sonia,Casco Antiguo,San Bartolomé,37.38831,-5.98686,Entire home/apt,100,2,164,2022-07-05,1.46,1,231,12,VTF/SE/02560
1134676,HABITACION ACOGEDORA Y SENCILLA.FIBES/AEROPUERTO,6224025,Esther,Este - Alcosa - Torreblanca,"Palacio Congresos, Urbadiez, Entrepuentes, Jardines del Eden",37.39944,-5.93835,Private room,44,1,136,2022-09-25,1.26,3,342,18,VFT/SE/02196
1144751,Habitación 3 en casa con encanto,6428896,Juan Antonio,Casco Antiguo,Santa Cruz,37.38661,-5.98889,Private room,38,2,373,2022-09-24,3.50,3,224,61,VFT-01055
1159388,Habitación lujo barrio Santa Cruz,6353190,Blanca,Casco Antiguo,"Encarnación, Regina",37.39474,-5.99508,Entire home/apt,45,2,228,2022-09-11,2.10,2,308,26,VFT/SE/03980
1161162,Habitación luminosa en la Macarena,6361228,Begoña,Macarena,"Begoña, Santa Catalina",37.40846,-5.97575,Private room,20,2,53,2021-07-01,0.50,1,118,0,Exempt
1171395,Piso muy luminoso y amplio Remedios,6412980,Carlos,Los Remedios,Los Remedios,37.37386,-6.00179,Private room,38,61,23,2016-04-17,0.23,2,365,0,
1174621,Habitación 1 en casa con encanto,6428896,Juan Antonio,Casco Antiguo,Santa Cruz,37.38661,-5.98889,Private room,48,2,453,2022-09-24,4.05,3,229,74,VFT-01055
1174622,Habitación 2 en casa con encanto,6428896,Juan Antonio,Casco Antiguo,Santa Cruz,37.38661,-5.98889,Private room,38,2,376,2022-09-17,3.33,3,229,75,VFT-01055
1207761,DUPLEX IN XVII CENTURY PALACE,5730934,Jose María,Casco Antiguo,"Encarnación, Regina",37.39382,-5.98921,Entire home/apt,190,2,345,2020-03-15,3.04,1,0,0,VFT/SE/01387
1246335,Silencioso apartamento en Alameda-Centro Histórico,5241706,Manu,Casco Antiguo,San Gil,37.40039,-5.99065,Entire home/apt,82,4,282,2022-09-22,2.56,1,202,53,VFT/SE/0122
1261779,Room in the center of Sevilla-Red,3442669,Luis,Casco Antiguo,San Gil,37.40271,-5.99417,Private room,30,2,445,2022-09-11,3.96,2,131,13,VFT/SE/00702
1277335,Extraordinary duplex penthouse .,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Catalina,37.39229,-5.9879,Entire home/apt,161,3,35,2022-09-05,0.36,34,319,7,A/SE/08976
1285838,AT LA ENCARNACION centro wifi 2,6995235,Sevilla,Casco Antiguo,"Encarnación, Regina",37.3934,-5.99276,Entire home/apt,136,3,55,2022-06-19,0.50,5,13,4,A/SE/0090
1291130,"Loft with terrace private, wifi",6995235,Sevilla,Casco Antiguo,"Encarnación, Regina",37.39344,-5.9933,Entire home/apt,69,3,2,2014-09-22,0.02,5,57,0,A/SE/0090
1313371,Unique Apartment in La Alameda - City center,3997451,Marta,Casco Antiguo,San Gil,37.40167,-5.99341,Entire home/apt,52,2,138,2022-06-06,1.34,1,312,18,CTC-2019128409
1314735,Comfortable Apartment in Seville,7143445,Maria,Casco Antiguo,Santa Cruz,37.38523,-5.98831,Entire home/apt,129,2,89,2022-09-07,0.85,5,93,18,A/SE/00152
1358302,"Apto 2 dorm. recién reformado en Alameda, centro.",7372926,Belen,Casco Antiguo,San Gil,37.40041,-5.99203,Entire home/apt,120,2,4,2022-05-15,0.66,1,0,4,VFT/SE/09113
1386717,Andalucian house-15min from Seville,6084998,Fernando,Los Remedios,Tablada,37.33163,-6.03393,Entire home/apt,197,3,160,2022-09-04,1.44,1,64,22,
1400991,Acogedor Apto en casa S.XIX.Centro Historico. WIFI,5711196,Monte,Casco Antiguo,San Bartolomé,37.39124,-5.9861,Entire home/apt,59,2,384,2022-09-10,3.46,2,133,49,VFT/SE/03507
1439591,"El Colmo, Sunny Attic with Terrace  VFT/SE/00245",6610304,Alexandra,Casco Antiguo,San Vicente,37.39417,-6.00042,Entire home/apt,94,4,91,2022-09-13,0.86,1,257,30,VFT/SE/00245
1454726,ALAMEDA AREA APARTMENT 2°,44686121,Mario Jesús,Casco Antiguo,Feria,37.39897,-5.99121,Entire home/apt,53,3,358,2022-09-20,3.25,1,166,58,VFT/SE/02158
1517058,APT b/w Cathedral & Metropol,8099629,José Esteban,Casco Antiguo,Alfalfa,37.39112,-5.9921,Entire home/apt,77,2,240,2022-09-05,2.21,1,56,31,NumRTA   VFT/SE/00270
1517682,AT LA ENCARNACION centro wifi 3,6995235,Sevilla,Casco Antiguo,"Encarnación, Regina",37.39381,-5.99233,Entire home/apt,130,3,48,2022-09-09,0.44,5,19,7,A/SE/0090
1521857,CENTRAL AND COSY NEAR CATHEDRAL. VFT/SE/03165,6654906,Sandra,Casco Antiguo,Alfalfa,37.38981,-5.99485,Entire home/apt,55,3,160,2022-09-16,1.46,1,140,7,VFT/SE/03165
1544126,Room Center 1.Private WC.Aire A.AC Terrace. Orange,3442669,Luis,Casco Antiguo,San Gil,37.40183,-5.99465,Private room,30,2,363,2022-09-11,3.32,2,143,15,VFT/SE/00702
1547751,SUPER VIEWS WITH THE BEST TERRACE,2705030,Francisco,Casco Antiguo,Alfalfa,37.3903,-5.9933,Entire home/apt,138,3,84,2022-09-07,0.85,7,41,26,VFT/SE/00919
1548526,Loft en el barrio de La Macarena,8250800,Antonio,Casco Antiguo,San Gil,37.39988,-5.98697,Entire home/apt,50,2,99,2022-09-17,0.92,1,160,8,VFT/SE/01731
1564014,Furnished apartment in Alfalfa,8294853,Juan Jose,Casco Antiguo,Santa Cruz,37.38874,-5.99285,Entire home/apt,66,1,747,2022-09-11,6.85,1,278,91,VFT/SE/01596
1582326,"GIRALDA HOUSE (Cathedral, Wifi, AC)",8364520,Pablo,Casco Antiguo,Santa Cruz,37.38733,-5.99323,Entire home/apt,161,3,356,2022-09-23,3.31,2,249,63,VFT/SE/0092
1627631,MCA Apartamentos en el centro de Sevilla,8651431,Maribel,Casco Antiguo,Feria,37.39767,-5.9916,Entire home/apt,49,2,67,2020-02-17,0.62,1,1,0,VFT/SE/02665
1636053,"""PINK apartment"" 194 positive reviews -centric !!",7559727,Cristina,Casco Antiguo,Santa Cruz,37.38845,-5.99263,Entire home/apt,91,3,279,2022-09-24,2.55,2,259,27,"This house complies with the requirements of Decree 28/2016 of 2 February and other regulations applicable to the exercise of this tourist activity in terms of dimensions, furniture, equipment and services . This holiday home is registered in the Tourist Registry of Andalusia with codeVFT/SE/02271License of registration"
1643282,Cozy attic in the center of town,8722148,Federico,Casco Antiguo,Arenal,37.38815,-5.99752,Entire home/apt,60,3,265,2022-09-08,2.75,2,170,28,VFT/SE/01465
1659943,Typical home (1) CENTER/MACARENA- VFT/SE/00136.,4772883,Arturo Ana Y Andrea,Casco Antiguo,San Gil,37.401641845703125,-5.9856038093566895,Entire home/apt,45,2,524,2022-09-06,4.97,2,58,78,VFT/SE/00136
1662840,Walk to the Cathedral!! PENHOUSE 2 BR/2BA WIFI,589600,Miguel,Casco Antiguo,Arenal,37.38671,-5.998,Entire home/apt,113,3,299,2022-09-10,2.76,10,283,49,VFT/SE/00833
1670966,HABITACIÓN CONFORTABLE EN TRIANA VFT/SE/00918,5662133,Ana Paola Y Pedro,Triana,Triana Este,37.37657,-6.00515,Private room,43,3,106,2022-05-31,1.09,1,340,17,VFT/SE/00918
1680385,Habitación doble en barrio Triana,2475488,Alicia,Triana,Triana Este,37.37841,-6.0044,Private room,24,2,190,2022-09-19,1.76,2,44,33,Exempt
1706758,House in the very center of Seville,9006692,Ignacio,Casco Antiguo,Alfalfa,37.39159,-5.99646,Entire home/apt,85,2,54,2019-10-27,0.53,1,0,0,VFT/SE/00125
1707432,APARTAMENTO ALMIRANTE HOYOS I,9009234,Clara,Casco Antiguo,Alfalfa,37.38941,-5.99009,Entire home/apt,1499,2,216,2022-06-27,2.02,4,243,5,VFT/SE/01249
1710282,Cente lovely rooms with terrace  Vio/Ama,3540583,María,Sur,El Porvenir,37.37219,-5.983,Entire home/apt,87,1,86,2022-05-26,0.85,15,360,3,VFT/SE/04157
1710486,Vivienda turística pleno centro- Catedral,9023860,Cathedral,Casco Antiguo,Arenal,37.38623,-5.99466,Entire home/apt,500,2,44,2019-10-01,0.47,4,0,0,VFT/SE/02485
1714467,APARTAMENTO ALMIRANTE HOYOS II,9009234,Clara,Casco Antiguo,Alfalfa,37.3895,-5.98971,Entire home/apt,140,2,199,2022-09-09,1.84,4,203,11,VFT/SE/01250
1714668,APARTAMENTO ALMIRANTE HOYOS III,9009234,Clara,Casco Antiguo,Alfalfa,37.3895,-5.98971,Entire home/apt,140,60,243,2022-08-31,2.26,4,238,5,VFT/SE/01253
1750054,Lovely studio in the City Center,6085610,María José,Casco Antiguo,Santa Catalina,37.39185,-5.98674,Entire home/apt,49,2,394,2022-08-20,3.66,3,66,25,VFT/SE/02026
1766553,"LUXURY SEVILLE : PRIVATE POOL, PARKING AND SUBWAY",9239534,Rosario,Palmera - Bellavista,Bellavista,37.33819,-5.94022,Entire home/apt,250,1,198,2022-09-04,1.82,3,331,30,VFT/SE/01084
1784618,La terraza privada de Santa Catalina,3858271,Inmaculada,Casco Antiguo,Santa Catalina,37.39243,-5.98802,Entire home/apt,139,3,335,2022-09-20,3.15,2,130,44,VFT/SE/00654
1819482,Center-  bedroom and Terrace / ocre,3540583,María,Sur,El Porvenir,37.37185,-5.98286,Private room,39,1,178,2022-09-03,1.69,15,347,9,VFT/SE/04157
1825776,Casa con piscina a 8 km. del centro de Sevilla,4618098,M Victoria,Macarena - Norte,Valdezorras,37.4332,-5.91153,Entire home/apt,126,5,34,2022-08-06,0.38,1,174,6,Exempt
1838091,Attic for 5 with Cathedral views,2614256,Isa,Casco Antiguo,Arenal,37.38688,-5.99496,Entire home/apt,121,2,357,2022-09-09,3.31,3,102,50,A/SE/00148
