id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14868987,Luxury apartment one bedroom,3451296,Boutike,Casco Antiguo,Santa Cruz,37.38513,-5.98914,Entire home/apt,193,1,167,2022-09-10,3.11,22,116,49,VFT/SE/07990
14869103,Catedral Luxury apartment 2 bedrooms,3451296,Boutike,Casco Antiguo,Santa Cruz,37.38657,-5.98926,Entire home/apt,250,1,247,2022-09-11,3.39,22,107,55,VFT/SE/07994
14881842,Five Hundred Year old Santa Cruz Rooftop Studio,5522509,Juan Carlos,Casco Antiguo,Santa Cruz,37.3849,-5.98855,Entire home/apt,40,1,526,2022-05-06,7.15,5,0,57,VFT/SE/05157
14890533,1bed in the heart of Triana with Andalusian patio,47922447,Lucia,Triana,Triana Casco Antiguo,37.38196,-6.00054,Entire home/apt,55,2,7,2017-04-24,0.10,1,3,0,VFT/SE/01837
14892992,Industrial-Chic Apartment in a Historic Building,78865493,Silvia,Casco Antiguo,San Bartolomé,37.38895,-5.98771,Entire home/apt,131,1,224,2022-09-11,3.10,3,244,30,VFT/SE/01255
14893417,Alameda Cool Apartment,71870985,Pablo,Casco Antiguo,San Gil,37.40237,-5.98929,Entire home/apt,58,3,138,2022-08-21,1.92,1,77,31,VTF/SE/00959
14911924,Bonito Apto. en el centro (Alameda de Hércules).,61217964,Elena,Casco Antiguo,Feria,37.39776,-5.99138,Entire home/apt,70,2,187,2021-03-14,2.55,2,176,0,VFT/SE/02423
14928638,Lovely apartment in the historical centre Sevilla,75699902,Juan,Casco Antiguo,Arenal,37.38581,-5.99681,Entire home/apt,86,2,208,2022-09-18,2.90,1,111,44,VFT/SE/01859
14957234,"Jesus del Gran Poder B. 2 bedrooms, 4 people",89331773,Veoapartment,Casco Antiguo,San Lorenzo,37.40049,-5.99442,Entire home/apt,112,1,26,2022-05-11,0.36,36,193,2,VFT/SE/00996
14989548,Plaza Nueva 2 dormitorios y 2 baños,47648584,Giulia,Casco Antiguo,Arenal,37.38866,-5.99582,Entire home/apt,208,2,173,2022-08-15,2.36,2,71,11,VFT00892
15004011,Lovely loft in a patio of craftmen in the center,7087304,Ana,Casco Antiguo,San Vicente,37.39503,-6.00016,Entire home/apt,71,60,39,2017-09-19,0.56,5,3,0,
15011300,Apartamento centro histórico,73907709,Miguel,Casco Antiguo,San Vicente,37.39618,-5.99713,Entire home/apt,79,4,23,2022-06-08,0.35,2,188,7,CTC-201635436
15036684,"Confortable habitación, regimen pensión completa",3680734,Otto,Palmera - Bellavista,"El Cano, Los Bermejales",37.35149,-5.98137,Private room,25,60,3,2020-10-03,0.04,1,280,0,Exempt
15082288,DESIGN DUPLEX  with POOL wifi AC (VFT/SE/1105),6736880,Virginie,Casco Antiguo,San Lorenzo,37.40012,-5.99773,Entire home/apt,136,2,225,2022-09-16,3.11,3,322,11,VFT/SE/001105
15105571,Céntrica y Romántica Casa-Palacio Mudéjar.,2419657,Ana,Nervión,San Bernardo,37.38361,-5.98384,Entire home/apt,71,4,159,2020-01-04,2.20,2,0,0,CTC-2018160392
15108171,Room-Casa-Palacio Mudéjar.5min walk to Cathedral.,2419657,Ana,Nervión,La Florida,37.38494,-5.98177,Private room,27,2,63,2022-09-20,0.86,2,29,19,CTC-2018160392
15120268,"""El Escondite de María"" - Apto Asiático",95824432,El Escondite De Maria,Casco Antiguo,"Encarnación, Regina",37.39447,-5.98914,Hotel room,999,1,1,2016-09-19,0.01,6,312,0,A/SE/00205
15123332,"""El Escondite de María"" - Apto Isabelino",95824432,El Escondite De Maria,Casco Antiguo,"Encarnación, Regina",37.39447,-5.98914,Entire home/apt,999,1,2,2021-06-27,0.13,6,312,0,A/SE/00205
15123508,"""El Escondite de María"" - Apto Moderno",95824432,El Escondite De Maria,Casco Antiguo,"Encarnación, Regina",37.39447,-5.98914,Hotel room,999,1,0,,,6,312,0,A/SE/00205
15123790,"""El Escondite de María"" - Apto Minimalista",95824432,El Escondite De Maria,Casco Antiguo,"Encarnación, Regina",37.39447,-5.98914,Hotel room,999,1,0,,,6,312,0,A/SE/00205
15124085,Dúplex monumental area with views and largeterrace,54054874,Piedad,Casco Antiguo,Santa Cruz,37.3863,-5.99134,Entire home/apt,339,2,135,2020-03-16,1.86,1,54,0,Signature RTA: VFT/SE/01693.
15124184,"""El Escondite de María"" - Apto Arabe",95824432,El Escondite De Maria,Casco Antiguo,"Encarnación, Regina",37.39447,-5.98914,Hotel room,999,1,3,2018-09-23,0.05,6,312,0,A/SE/00205
15124464,"""El Escondite de María"" - Apto Vintage",95824432,El Escondite De Maria,Casco Antiguo,"Encarnación, Regina",37.39447,-5.98914,Hotel room,999,1,0,,,6,312,0,A/SE/00205
15154939,"Miguel Terrace. 4 bedrooms, private pool",89331773,Veoapartment,Casco Antiguo,Feria,37.39772,-5.99027,Entire home/apt,379,1,63,2022-09-24,0.89,36,283,15,VFT/SE/00698
15156710,HABITACIÓN CON PISCINA Y BAÑO PRIVADO,92012128,Niceto,Los Remedios,Tablada,37.3668,-6.03453,Private room,90,4,16,2019-08-14,0.27,1,365,0,VTF/SE/02356
15157314,Sevilla Boteros,33092492,Valme,Casco Antiguo,Alfalfa,37.39095,-5.99103,Entire home/apt,75,2,143,2022-04-17,2.09,2,0,1,VFT/SE/02756
15157817,"Pedro Miguel. 4 bedrooms, 3 bathrooms",89331773,Veoapartment,Casco Antiguo,Feria,37.39745,-5.99033,Entire home/apt,188,1,70,2022-09-04,1.00,36,258,10,VFT/SE/00095
15164356,Apartamento Arroyo 27 - ALOJA SEVILLA,94842213,Jose Manuel,San Pablo - Santa Justa,San José Obrero,37.39343,-5.9818,Entire home/apt,57,3,211,2022-09-07,2.90,7,51,35,VFT/SE/01200
15174590,"FULL APARTAMENT IN ""EL PORVENIR""",96306406,Luis,Sur,El Porvenir,37.36943,-5.98278,Entire home/apt,50,2,100,2022-06-09,1.38,1,183,10,VFT/se/03532
15185372,"Lirio. 4 bedrooms, terrace, free parking",89331773,Veoapartment,Casco Antiguo,San Bartolomé,37.38908,-5.98794,Entire home/apt,294,1,89,2022-09-23,1.24,36,303,20,VFT/SE/00712
15206248,casa bike & authentic local life,96584309,Manuel,Macarena - Norte,San Jerónimo,37.41667,-5.98731,Entire home/apt,43,2,355,2022-09-18,4.87,3,21,66,Exempt
15216269,Sevilla Hamama,15682017,Paloma,Casco Antiguo,Arenal,37.38683,-5.99926,Entire home/apt,166,3,59,2022-06-06,0.81,1,236,13,VFT/SE/01732
15219678,Alquiler de habitación en Gran casa con excelente,16694933,Pilar,Nervión,La Buhaira,37.38122,-5.96983,Private room,45,1,19,2022-09-23,0.26,2,54,3,VFT/SE/02767
15227038,HOSTLY SIERPES 2 Center- speed wifi-park opt-CLess,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39076,-5.99432,Entire home/apt,124,2,378,2022-09-24,5.20,29,151,77,VFT/SE/01341
15235209,Apto. Puerta de S. Juan Loft centrico con piscina,58610070,Paco Y María Angeles,Casco Antiguo,San Lorenzo,37.39937,-5.99854,Entire home/apt,131,2,171,2022-09-07,2.35,2,58,13,VFT/SE/00914
15244945,Happy House in Seville! Viriato12 Room Type F(2/2),5411922,Erna,Casco Antiguo,Feria,37.39653,-5.99146,Private room,32,5,24,2021-12-14,0.34,18,250,6,VFT/SE/00543
15249905,TRIPLEX PENTHOUSE - City Centre - Private Jacuzzi,3663537,Fernando,Casco Antiguo,San Lorenzo,37.39812,-5.99661,Entire home/apt,79,2,129,2022-09-10,1.78,1,38,48,CTC-2018201575
15253736,HOSTLY SIERPES ST 3 FAMILIES GROUPS-CENTER PARK OP,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39091,-5.99426,Entire home/apt,130,2,331,2022-08-22,4.56,29,162,45,VFT/SE/01342
15265757,Casa patio en el corazón de Sevilla. Puerta Osario,13228831,Laura,Casco Antiguo,Santa Catalina,37.39483,-5.98516,Entire home/apt,131,3,24,2022-09-09,0.33,2,363,10,CTC-2018140569
15267735,Apartamento acogedor en centro histórico,57409434,Jorge,Casco Antiguo,Santa Catalina,37.3928,-5.98554,Entire home/apt,56,3,426,2022-09-03,5.85,2,264,49,VTF/SE/01767
15267804,AMPLIO APARTAMENTO CON ENCANTO EN TRIANA.,97127786,ÁNGELES  Jlnas,Triana,Triana Casco Antiguo,37.38386,-6.00281,Entire home/apt,94,2,65,2022-08-04,0.90,1,78,19,CTC-2019068901
15281047,Nice and new apartment in Triana,54863577,Emilia,Triana,Triana Casco Antiguo,37.38058,-5.99956,Entire home/apt,53,1,303,2022-08-30,4.27,3,17,42,VFT/SE/03994
15282839,"Seville Centre, House from 1892, Jewish Quarter, Shared Terrace",96135746,Juan Antonio,Casco Antiguo,San Bartolomé,37.38871,-5.98645,Entire home/apt,103,2,76,2022-08-09,1.05,4,74,36,VFT/SE/02578
15312284,Habitación con baño privado y  terraza con office,97540500,Azucena,Cerro - Amate,El Cerro,37.37362,-5.9571,Private room,22,1,49,2019-09-30,0.67,3,0,0,VFT/SE/02723
15322323,S.Marcos Studio. 2rooms. Center. Parking optional,9996044,S.Marcos Studio. Pepe & Silvia,Casco Antiguo,Feria,37.39746,-5.98878,Entire home/apt,119,3,52,2022-09-24,4.51,2,44,52,VFT/SE/08230
15348095,Santa Cruz. 3 bedrooms,56838814,Veoapartment,Casco Antiguo,San Bartolomé,37.38591,-5.98762,Entire home/apt,201,1,127,2022-09-20,1.78,31,319,24,
15360160,Corral del Conde. Monumento S. XVI. nº 4,98044805,Juan Alberto,Casco Antiguo,Santa Catalina,37.39212,-5.98671,Entire home/apt,91,3,36,2022-04-08,0.50,1,33,1,VFT/SE/1814
15363783,LOVELY 2 TERRACES PENTHOUSE!,91039666,David,Casco Antiguo,"Encarnación, Regina",37.39453,-5.99245,Entire home/apt,152,1,48,2022-08-18,0.66,33,290,13,REGISTRO RTA: VTF/SE/01026.
15369577,Apartment in the centre (Judería) VFT/SE/02264,98168054,Astrid,Casco Antiguo,Santa Cruz,37.38527,-5.987,Entire home/apt,139,3,102,2022-09-06,1.42,1,273,15,License VFT/SE/02264
15390360,A peaceful oasis in the heart of Seville,94801749,Asun,Casco Antiguo,Santa Cruz,37.38484,-5.98884,Entire home/apt,74,30,42,2020-02-29,0.58,1,149,0,VFT/SE/02312
15402217,Arrayán. 3 bedrooms with option for parking,56838814,Veoapartment,Casco Antiguo,Feria,37.39933,-5.99043,Entire home/apt,146,1,30,2019-06-22,0.42,31,0,0,VFT/SE/00140
15403764,"New Attic-Studio, 2 Terraces, in Santa Cruz",96135746,Juan Antonio,Casco Antiguo,San Bartolomé,37.38871,-5.98645,Entire home/apt,91,2,56,2022-07-30,0.78,4,84,11,VFT/SE/02579
15404920,"Central, Charming House in Santa Cruz, Shared Terrace, Parking Optional",96135746,Juan Antonio,Casco Antiguo,San Bartolomé,37.38871,-5.98645,Entire home/apt,78,2,76,2022-09-24,1.05,4,233,22,VFT/SE/03266
15406560,"Plaza Nueva Terrace. Penthouse, private terrace",56838814,Veoapartment,Casco Antiguo,Arenal,37.38813,-5.99687,Entire home/apt,182,1,16,2022-07-31,0.23,31,249,6,VFT/SE/02426
15432474,Habitación doble/triple y baño privado,98938792,Anabel,Cerro - Amate,El Cerro,37.37307,-5.95786,Private room,30,1,110,2021-06-20,1.54,2,0,0,VFT/SE/01508
15440991,Alquiler de Habitación con baño privado. Wifi,99026618,Nora,Nervión,La Calzada,37.38984,-5.97599,Private room,35,2,188,2022-09-13,2.60,1,85,25,VFT/SE/04568
15473998,Centro. Parking private free. WiFi. VFTSE01071.,91665301,Patricia,Casco Antiguo,San Julián,37.39725,-5.98277,Entire home/apt,100,2,239,2022-09-22,3.30,1,53,33,VFT/SE/01071
15479525,Almirante Bonifaz 3,99370256,Mi Casa,Casco Antiguo,Alfalfa,37.38967,-5.99562,Entire home/apt,291,2,98,2022-09-19,1.35,4,95,18,VFT/SE/00873
15492619,V2 Catedral Deluxe 1 dormitorio/1 baño,99460670,Overland Suites Catedral,Casco Antiguo,San Bartolomé,37.38842,-5.99054,Entire home/apt,199,2,0,,,7,271,0,A/SE/00224
15495415,Apartamento en el centro de Sevilla,99194119,María,Casco Antiguo,San Vicente,37.39531,-6.00235,Entire home/apt,61,2,216,2022-09-23,3.11,3,39,44,VFT/SE/04024
15503492,V9 Deluxe con Grandes Ventanales al Patio,99460670,Overland Suites Catedral,Casco Antiguo,Santa Cruz,37.38866,-5.99263,Entire home/apt,194,2,4,2021-11-01,0.06,7,267,1,A/SE/00224
15504173,Modern loft historic center,8620490,Víctor,Casco Antiguo,San Julián,37.3976,-5.9861,Entire home/apt,54,4,134,2022-08-24,1.89,4,219,7,VFT/SE/01167
15528122,Charming apartment in  Seville City Centre!,93148436,Javi Y Angela,Casco Antiguo,Feria,37.39679,-5.99007,Private room,19,2,86,2021-05-30,1.19,1,0,0,Exempt
15541306,Excelente Apt. a 5 minutos del centro,42789582,David,Los Remedios,Los Remedios,37.37199,-6.00315,Entire home/apt,49,2,110,2022-09-08,1.52,2,82,40,VFT/SE/03121
15548593,Charming apartment in Santa Cruz 1,35086684,Nicolás,Casco Antiguo,San Bartolomé,37.38797,-5.98607,Entire home/apt,141,2,89,2022-07-17,2.13,5,123,34,VFT/SE/08515
15561073,"Archeros. 1 bedroom, private terrace pool",89331773,Veoapartment,Casco Antiguo,San Bartolomé,37.38649,-5.98708,Entire home/apt,158,1,70,2022-09-07,1.04,36,330,10,VFT/SE/00742
15598191,Quiet Penthouse. Heart of Seville!!,2230837,Carmen,Triana,Triana Casco Antiguo,37.38477,-6.00451,Entire home/apt,95,1,45,2022-04-25,0.63,1,0,4,VFT/SE/01594
15627943,Eva Recommends Gerona 2 very bright house S.XIX,31420918,Eva Recommends,Casco Antiguo,"Encarnación, Regina",37.39456,-5.98932,Entire home/apt,134,1,53,2022-07-06,0.74,15,148,7,CTC2016149823
15659961,Céntrica y confortable habitación privada Despacho,29890199,Pilar,Macarena,Pio XII,37.40351,-5.98017,Private room,26,2,45,2022-06-11,0.69,1,321,10,CTC-2018178888
15670359,V5 Deluxe con Patio para Disfrutar,99460670,Overland Suites Catedral,Casco Antiguo,Santa Cruz,37.38768,-5.99032,Entire home/apt,189,2,4,2022-04-24,0.06,7,256,1,A/SE/00224
15676485,Lovely apartment  next to the Maestranza,101248613,Teresa,Casco Antiguo,Arenal,37.38746,-5.99858,Entire home/apt,74,2,100,2022-09-07,1.41,1,120,30,VFT/SE/03904
15724379,5 minutes walk to the Cathedral,4653961,Rocio Y Daniel,Casco Antiguo,Santa Cruz,37.38592,-5.98787,Entire home/apt,129,3,53,2022-09-22,0.84,27,14,21,A/SE/00114
15748405,Habitación doble,78486208,Norberto,Nervión,Nervión,37.38525,-5.96357,Private room,77,3,43,2022-05-20,0.65,1,177,5,Exempt
15755154,NEW! Apartment in the center (Plaza San Marcos),15781466,Abraham,Casco Antiguo,San Julián,37.3962,-5.98733,Entire home/apt,83,2,358,2022-09-05,5.04,1,86,64,VFT/SE/01190
15756330,Apartamento  Arroyo 27 - ALOJA SEVILLA,94842213,Jose Manuel,San Pablo - Santa Justa,San José Obrero,37.39343,-5.9818,Entire home/apt,62,3,159,2022-09-12,2.22,7,49,25,VFT/SE/01200
15762192,"Céntrica moderna habitación acogedora. Ideal pareja. Cozy room!! Your home  far away your home! Near  places  of interesting!  Chic And relaxing.  Luminosa, cómoda y espaciosa  habitación",11133193,Alejandra,Casco Antiguo,San Gil,37.40226,-5.99363,Private room,24,60,108,2018-10-22,1.52,1,363,0,
15769906,"APTO junto a BARRIO SANTA CRUZ,  PARKING GRATIS",54751077,Teresa,Nervión,San Bernardo,37.384075,-5.985224,Entire home/apt,193,2,138,2022-08-29,2.03,1,81,21,VFT/SE/01136
15788743,1minCATHEDRAL! 3Hab/Bedroom-PLAZA DOÑA ELVIRA,63192915,Maria Del Mar,Casco Antiguo,Santa Cruz,37.38498,-5.9909,Entire home/apt,150,2,288,2020-08-27,4.02,1,26,0,VFT/SE/01198
15805593,Habitación lujo en zona Nervión para 2 huéspedess,102210143,Maribel,Nervión,La Buhaira,37.37901,-5.97506,Private room,47,1,43,2022-05-15,0.60,2,64,22,VFT/SE/04275
15848190,COMFORT & DESIGN in The heart of Sevilla 4P 2B 2WC,102454406,Myriam,Casco Antiguo,"Encarnación, Regina",37.39384,-5.99177,Entire home/apt,164,3,178,2022-09-20,2.62,1,159,35,VFT/SE/01655
15856826,2BR Penthouse in downtown with spacious terrace,86760734,Alejandro,Casco Antiguo,Santa Cruz,37.3873,-5.99369,Entire home/apt,149,2,147,2022-09-14,2.06,1,93,49,VFT/SE/01135
15877284,Room+private bath+terrace+WIFI in Center Seville,102947430,Gertrudis,Casco Antiguo,Feria,37.3969,-5.98982,Private room,50,2,146,2022-09-18,2.04,1,153,21,VFT/SE/01345
15879403,ÁTICO GRAN TERRAZA CASCO ANTIGUO VFT/SE/02111,102963141,Luis,Casco Antiguo,Alfalfa,37.3926,-5.9889,Entire home/apt,80,2,285,2022-09-11,3.99,3,65,47,VFT / SE / 02111
15909986,Cozy Apartment in Metropol Parasol,21602862,Alvaro,Casco Antiguo,"Encarnación, Regina",37.39373,-5.99097,Entire home/apt,40,2,311,2022-09-22,4.36,2,196,42,VFT/SE/01546
15911037,Parliament House. Unique views!,45273670,Hugo,Casco Antiguo,San Gil,37.40256,-5.9912,Entire home/apt,65,2,112,2020-03-12,1.57,2,0,0,VTF/SE/02462
15932132,Habitación privada para una persona,103305884,Lola,Cerro - Amate,Los Pajaros,37.38575,-5.95669,Private room,33,1,7,2022-05-19,0.89,3,329,7,VtNL5xCzaORnOOOpyPb6RQ
15938047,Eva Recommends Gerona 1 very bright house S.XIX,31420918,Eva Recommends,Casco Antiguo,"Encarnación, Regina",37.39514,-5.99073,Entire home/apt,133,1,27,2022-07-25,0.39,15,133,8,CTC2016149774
15962507,"Apartment""Catedral"". Magic in the heart of Seville",51048225,Javier,Casco Antiguo,Alfalfa,37.38971,-5.99112,Entire home/apt,110,2,160,2022-09-22,2.29,101,274,32,VFT/SE/1530
15967229,numero 4,103706166,Jose Maria,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.35857,-5.98497,Private room,14,61,9,2021-07-01,0.13,5,268,0,Exempt
15971857,BRAND NEW ROOM in Renovated House,2780603,Miguelón'S Home,Casco Antiguo,San Julián,37.3992,-5.98619,Private room,41,3,517,2022-09-23,7.24,3,190,101,VFT/SE/01701
15994336,General Polavieja 19,99370256,Mi Casa,Casco Antiguo,Alfalfa,37.38986,-5.9937,Entire home/apt,291,2,135,2022-09-18,1.90,4,85,21,VFT/SE/01095
15996599,Apartamento en el casco antiguo junto Alameda H*,103969811,Carmen,Casco Antiguo,Feria,37.39595,-5.9904,Entire home/apt,67,2,469,2022-09-10,6.58,1,96,76,VFT/SE/02143
15998501,Apartamento Dúplex Donkey Parking Opcional,63098625,Donkey,Casco Antiguo,San Julián,37.39523,-5.98608,Entire home/apt,80,1,7,2022-08-15,0.11,19,70,2,VFT/SE/00862
16001736,"Duplex de lujo en casco antiguo de Sevilla, Wifi",98803844,Lupe,Casco Antiguo,Santa Catalina,37.39356,-5.98687,Entire home/apt,60,365,62,2019-11-05,0.87,1,365,0,VTF/SE/01539
16008341,"NUEVO, LUJOSO Y ENCANTADOR, CERCA DE LA CATEDRAL",104080643,Angela,Casco Antiguo,Arenal,37.38889,-5.99819,Entire home/apt,174,2,298,2022-09-21,4.19,6,253,74,VFT/SE/01294
16008596,Lukanda Arenal Industrial,54707660,Lukanda,Casco Antiguo,Arenal,37.3871,-6.00025,Entire home/apt,99,1,12,2021-09-22,0.26,29,285,0,H/SE/00671
16009153,Lukanda Arenal Coral,54707660,Lukanda,Casco Antiguo,Arenal,37.38676,-6.00018,Entire home/apt,100,1,13,2022-09-08,0.66,29,288,8,H/SE/00671
16009764,JARDINES DE MURILLO  near 200 m historical centrum,64841352,Caffa4,Casco Antiguo,Santa Cruz,37.38483,-5.98682,Entire home/apt,115,1,123,2020-08-26,1.73,1,82,0,VFT/SE/01236
16012754,Wonderful SUITE in the historic center of the city,104117753,Imagen,Casco Antiguo,"Encarnación, Regina",37.39371,-5.99175,Entire home/apt,89,2,234,2022-09-13,3.31,1,244,8,VFT/SE/04422
16040172,HISPALIS PALMERA,64863769,Begoña,Palmera - Bellavista,"Pedro Salvador, Las Palmeritas",37.35722,-5.97858,Entire home/apt,110,3,10,2020-01-05,0.14,1,92,0,VFT/SE/01303
16051918,"Big private room near the center3.Wifi+Netflix 32""",26157318,Ignacio And Carmen,Nervión,La Florida,37.38805,-5.9827,Private room,41,2,251,2022-09-25,3.54,3,62,19,VFT/SE/01285
16066997,La Pirámide,104654818,Enrique,Casco Antiguo,Museo,37.391808,-6.000948,Entire home/apt,388,2,164,2022-08-18,2.34,6,334,10,VFT/SE/03890
16079074,Habitación con gran terraza privada,45292710,Emma,Casco Antiguo,Museo,37.39255,-5.99756,Private room,45,1,338,2022-09-10,4.79,4,215,73,VFT/SE/01459
16079296,Designer Flat on Plaza with Tapas Bars,5113729,Alexis,Casco Antiguo,Feria,37.39694,-5.99104,Entire home/apt,99,3,229,2022-09-22,3.34,2,274,53,VFT/SE/01305
16109370,"""El Patio de Fígaro"". Historic centre of Seville.",13774277,Peter,Casco Antiguo,Arenal,37.38736,-5.99795,Entire home/apt,61,3,97,2022-09-18,1.39,2,51,27,VFT/SE/03107
16109668,Apartment in SEVILLA downtown - Descalzos,89674880,Alfredo,Casco Antiguo,Alfalfa,37.391216,-5.989287,Private room,96,1,119,2022-05-19,1.74,2,0,3,VFT/SE/01494
16127718,CASA DE CARMEN,105189421,Blanca,Casco Antiguo,Santa Cruz,37.38223,-5.98963,Entire home/apt,120,2,123,2022-09-18,1.76,1,206,24,VFT/SE/976
16130833,Holiday Suite,46639787,Puerta Catedral,Casco Antiguo,Santa Cruz,37.38806,-5.9924,Hotel room,184,1,127,2022-09-17,1.80,9,124,9,A/SE/00274
16142660,Sevilla. Piso en casco histórico. Menéndez Pelayo.,75199509,Ana,Casco Antiguo,San Bartolomé,37.389,-5.98571,Entire home/apt,122,1,44,2022-09-18,0.63,1,34,15,CET-2018108968
16167074,Modern duplex at Plaza Doña Elvira,4646262,Irene,Casco Antiguo,Santa Cruz,37.38389,-5.98957,Entire home/apt,110,4,32,2022-09-21,0.46,2,249,9,CTC-2018125628
16172109,Luminoso apartamento a los pies del Puente Triana,6588832,Jose Luis,Casco Antiguo,Arenal,37.38667,-5.99959,Entire home/apt,201,2,465,2022-09-24,6.59,21,130,90,VFT/SE/01902
16181687,Habitación en piso compartido,103305884,Lola,Cerro - Amate,Los Pajaros,37.38619,-5.95357,Private room,40,60,2,2017-05-20,0.03,3,90,0,
16197635,LA MAGIA DE TRIANA,102711260,María,Triana,Triana Casco Antiguo,37.38107,-5.99952,Entire home/apt,108,2,396,2022-09-13,5.67,1,36,75,VFT/SE/01421
16200935,Apartamento la Rana. Triana,101476169,Maria Del Sol,Triana,Triana Casco Antiguo,37.38837,-6.00684,Entire home/apt,127,3,188,2022-09-20,2.68,1,83,34,VFT/SE/04323
16213112,Habitación muy cómoda en un barrio tranquilo,41593099,Daniel,Macarena - Norte,San Diego,37.41099,-5.96958,Private room,33,2,186,2022-09-24,2.65,2,342,43,Exempt
16227112,"Apartamento Plaza De Cuba
VFT/SE/01527",106039508,Rocio,Los Remedios,Los Remedios,37.37848,-6.00011,Entire home/apt,55,2,166,2020-02-23,2.35,1,0,0,VFT/SE/01527
16242281,Nice Firenze Room in Seville City Center,2780603,Miguelón'S Home,Casco Antiguo,San Julián,37.39967,-5.98735,Private room,39,3,557,2022-09-22,7.89,3,196,99,VFT/SE/01701
16247616,INCREDIBLE TERRACE! Penthouse in the Centre,7619984,Aline,Casco Antiguo,Santa Cruz,37.38818,-5.9906,Entire home/apt,57,2,196,2022-09-22,2.81,1,239,66,CTC-2018196235
16248735,Hispalis apartment,106236359,Emilio,Casco Antiguo,"Encarnación, Regina",37.39424,-5.99119,Entire home/apt,51,2,364,2022-09-22,5.19,3,43,64,Exempt
16251546,"Sol. Penthouse with 2 bedrooms, terrace, solarium",56838814,Veoapartment,Casco Antiguo,Santa Catalina,37.39395,-5.98791,Entire home/apt,171,1,26,2022-09-10,0.39,31,227,6,VFT/SE/02598
16269745,Apartment Sevilla Center Reposo 1 ref. 1,67950302,Equipo,Casco Antiguo,San Gil,37.40141,-5.99441,Entire home/apt,75,1,15,2020-01-02,0.22,5,0,0,A/SE/00232
16270178,Apartment Sevilla Center Reposo 1 ref. 2,67950302,Equipo,Casco Antiguo,San Gil,37.40113,-5.99276,Entire home/apt,50,2,5,2019-05-18,0.07,5,0,0,A/SE/00232
16270431,Apartment Sevilla Center Reposo 1 ref. 3,67950302,Equipo,Casco Antiguo,San Gil,37.40117,-5.9957,Entire home/apt,50,2,18,2020-03-01,0.26,5,0,0,A/SE/00232
16270556,Apartment Sevilla Center Reposo 1 ref. 4,67950302,Equipo,Casco Antiguo,San Lorenzo,37.39977,-5.99374,Entire home/apt,50,2,9,2020-01-02,0.13,5,0,0,A/SE/00232
16270672,Apartamentos Centro Sevilla Reposo 1 ref. 5,67950302,Equipo,Casco Antiguo,Feria,37.39966,-5.99326,Entire home/apt,65,1,9,2019-05-11,0.19,5,0,0,A/SE/00232
16348505,Amplio apartamento en excelente ubicación.,26171916,Pastora,Casco Antiguo,Santa Cruz,37.38876,-5.99269,Entire home/apt,118,3,179,2022-09-23,2.61,2,146,64,VFT/SE/01202
16357409,Vintage Home | Sevilla city centre | 6 pax | WiFi,29572339,Carlos / Joanna,Casco Antiguo,San Julián,37.40058,-5.98595,Entire home/apt,81,2,110,2021-01-26,1.61,2,0,0,VFT/SE/02509
16371615,Apartamento en pleno centro de Sevilla,99194119,María,Casco Antiguo,San Vicente,37.3952,-6.00211,Entire home/apt,70,2,260,2022-09-23,3.75,3,44,71,VFT/SE/04026
16404170,"Peacefulness, Space and Comfort in a Stylish Apartment in the Center of Seville.",55824536,Elena,Casco Antiguo,Museo,37.38821,-6.00163,Entire home/apt,121,2,93,2022-09-17,1.65,2,157,25,VFT/SE/02400
16410261,FAB HOUSE HISTORIC CENTER GARDEN AND POOL,24230477,Valdeazores,Casco Antiguo,Santa Cruz,37.38501,-5.99077,Entire home/apt,899,2,35,2022-06-25,0.53,2,280,3,VFT/SE/01344
16424994,"Orange room in familiar house, old town.",28918698,Mercedes,Casco Antiguo,Santa Catalina,37.3921,-5.98829,Private room,31,2,144,2020-03-02,2.06,3,0,0,VFT/SE/00240
16431660,Eva Recommends Gamazo,31420918,Eva Recommends,Casco Antiguo,Arenal,37.38759,-5.99579,Entire home/apt,428,1,18,2019-04-28,0.26,15,0,0,VFT/SE/01928
16440828,San Bernardo 9 -Bajo izquierda,106027497,Teresa,Nervión,San Bernardo,37.38424,-5.98328,Entire home/apt,60,1,23,2019-04-28,0.33,1,0,0,VFT/SE/01435
16459278,Alfarería Ocho,107982655,José,Triana,Triana Oeste,37.38374,-6.00569,Entire home/apt,109,1,17,2020-02-15,0.24,1,55,0,VFT/SE/01392
16497124,"Luminoso y soleado piso, exelentes vistas, terraza",39710869,Garlea,Casco Antiguo,Alfalfa,37.39204,-5.99485,Entire home/apt,146,2,381,2022-09-15,5.50,2,149,80,VFT/SE/01483
16505067,Apartment in Seville City Center -  Alfalfa.,108453574,Tomas&Mila,Casco Antiguo,Alfalfa,37.38921,-5.99067,Entire home/apt,93,2,156,2022-09-05,2.24,1,218,27,CTC-2016149283
