"";"name";"host_id";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm";"license";"log_price";"log_minimum_nights";"dummy_room_type";"dummy_ng"
"108";"Single Room in the heart of the city.private key.";4033896;"Maribel";"Casco Antiguo";"Alfalfa";37,39169;-5,9927;"Private room";38;1;494;"2022-09-19";4,35;1;43;64;"CTC-2018165779";3,63758615972639;0;"Private room";1
"109";"Habitación céntrica en Sevilla y parking gratuito.";4087341;"Montserrat";"Macarena - Norte";"La Bachillera";37,41355;-5,98657;"Private room";15;1;831;"2022-09-21";6,93;2;288;41;"VFT/SE/02023";2,70805020110221;0;"Private room";0
"110";"Apartment in ""Corral del Conde""";4139203;"Lidia";"Casco Antiguo";"Santa Catalina";37,3931;-5,98698;"Entire home/apt";221;2;130;"2022-04-10";1,1;1;22;1;"VFT/SE/00991";5,39816270151775;0,693147180559945;"Entire home/apt";1
"111";"Reservaloen Salvador Verde";3258098;"Apartamentos Reservaloen";"Casco Antiguo";"Alfalfa";37,39112;-5,99144;"Entire home/apt";122;1;1;"2014-10-10";0,01;20;172;0;"A/SE/000126";4,80402104473326;0;"Entire home/apt";1
"112";"LUXURY APARTMENT IN HISTORIC CENTER";4172025;"Antonio";"Casco Antiguo";"Santa Cruz";37,38706;-5,99384;"Entire home/apt";74;2;172;"2022-09-24";1,51;1;333;30;"CTC-2018173741";4,30406509320417;0,693147180559945;"Entire home/apt";1
"113";"Amplia Habitación con Baño Privado en casa";4197264;"Sara, Manolo Y Ana";"Palmera - Bellavista";"Sector Sur, La Palmera, Reina Mercedes";37,35727;-5,98734;"Private room";33;60;178;"2022-07-15";1,76;2;108;20;"Exempt";3,49650756146648;4,0943445622221;"Private room";0
"114";"Céntrica habitación en Sevilla y parking gratuito.";4087341;"Montserrat";"Macarena";"La Paz, Las Golondrinas";37,41233;-5,98633;"Private room";14;1;859;"2022-09-22";7,2;2;286;92;"VFT/SE/02023";2,63905732961526;0;"Private room";0
"115";"V.Lloréns III -Cosmopolitan Alameda";2386722;"Marina";"Casco Antiguo";"San Gil";37,40088;-5,99496;"Entire home/apt";68;3;26;"2022-09-11";0,25;2;134;11;"VFT/SE/07730";4,21950770517611;1,09861228866811;"Entire home/apt";1
"116";"DESIGN LOFT in the heart of Seville_VFT/SE/00164";4208935;"Concha";"Casco Antiguo";"Feria";37,39868;-5,99243;"Entire home/apt";70;2;522;"2022-09-09";4,42;1;238;58;"VFT/SE/02962";4,24849524204936;0,693147180559945;"Entire home/apt";1
"117";"Centro Magnifico Apartamento";4233183;"Manuel Ángel";"Casco Antiguo";"Alfalfa";37,39181;-5,99394;"Entire home/apt";71;1;107;"2022-09-18";0,92;1;220;13;"VFT/SE/00682";4,26267987704132;0;"Entire home/apt";1
"119";"Ático muy céntrico GASTOS INCLUIDOS";4286278;"Francisco";"Casco Antiguo";"Feria";37,39692;-5,99132;"Entire home/apt";60;2;150;"2021-06-29";1,3;1;0;0;"VFT/SE/02279";4,0943445622221;0,693147180559945;"Entire home/apt";1
"120";"Sweet Dreams with A/C and Weekend Excursions";909708;"Adriano";"Macarena";"Doctor Barraquer, G. Renfe, Policlínico";37,40747;-5,98655;"Private room";38;1;554;"2022-09-22";4,78;2;99;68;"VFT/SE/01155";3,63758615972639;0;"Private room";0
"121";"Private room historic center";3908345;"Alfredo";"Macarena";"Santa María de Ordas, San Nicolas";37,40285;-5,97421;"Private room";55;1;144;"2022-09-18";1,25;4;354;25;"CTC-2018201439";4,00733318523247;0;"Private room";0
"122";"Large luxury penthouse apartment.";23597902;"Beltrán";"Casco Antiguo";"Alfalfa";37,39078;-5,99776;"Private room";149;1;31;"2016-11-27";0,3;1;113;0;"VFT/SE/09382";5,00394630594546;0;"Private room";1
"123";"Lindo y tranquilo, 2 d, Parking Opcional";4388278;"Tina";"Casco Antiguo";"San Bartolomé";37,3875241;-5,987662;"Entire home/apt";70;4;158;"2022-09-11";1,41;1;292;18;"VFT SE/00185";4,24849524204936;1,38629436111989;"Entire home/apt";1
"124";"Center - King bed with Terrace/ Gris";3540583;"María";"Sur";"Huerta de la Salud";37,37291;-5,98085;"Private room";44;1;253;"2022-09-11";2,2;15;341;43;"VFT/SE/04157";3,78418963391826;0;"Private room";0
"125";"FANTASTIC APART, POOL, GIRALDA VIEW";4431575;"SevilleBnB";"Casco Antiguo";"Santa Cruz";37,38716;-5,99251;"Entire home/apt";207;2;374;"2022-09-10";3,49;6;65;25;"VFT/SE/00179";5,33271879326537;0,693147180559945;"Entire home/apt";1
"126";"Apartamento Eslava 1";4502723;"Espacio Eslava";"Casco Antiguo";"San Lorenzo";37,39793;-5,99598;"Entire home/apt";88;1;5;"2017-01-02";0,06;6;268;0;"A/SE/00089";4,47733681447821;0;"Entire home/apt";1
"127";"Apartamento INTERIOR Eslava 2";4502723;"Espacio Eslava";"Casco Antiguo";"San Lorenzo";37,39728;-5,99809;"Entire home/apt";88;1;4;"2020-02-10";0,04;6;268;0;"A/SE/00089";4,47733681447821;0;"Entire home/apt";1
"128";"Santa Cruz 2";4015124;"Angela";"Casco Antiguo";"Santa Cruz";37,38459;-5,98735;"Entire home/apt";169;1;108;"2022-06-02";1,04;4;163;1;"A/SE/00140";5,12989871492307;0;"Entire home/apt";1
"129";"Villa & garden  city centre private exclusive use";4592857;"Fernando";"San Pablo - Santa Justa";"Santa Clara";37,39623;-5,95292;"Entire home/apt";236;3;37;"2022-08-31";0,53;1;334;11;"VTR/SE/00099";5,46383180502561;1,09861228866811;"Entire home/apt";0
"130";"Habitación en casa Sevillana con mucha luz cálida";4637993;"Pension Virgen";"Casco Antiguo";"Santa Catalina";37,39096;-5,98487;"Private room";104;1;1;"2019-02-20";0,02;1;179;0;"H/SE/00868";4,64439089914137;0;"Private room";1
"131";"Apartamento Avenida José Laguillo";1330663;"Mario";"San Pablo - Santa Justa";"San José Obrero";37,39373;-5,98057;"Entire home/apt";63;3;218;"2022-09-16";1,87;2;154;14;"VFT/SE/02208";4,14313472639153;1,09861228866811;"Entire home/apt";0
"132";"Más céntrico y monumental de Sevilla. VFT/SE/00640";4650691;"Emilio";"Casco Antiguo";"Santa Cruz";37,38431;-5,98821;"Entire home/apt";55;2;235;"2022-07-19";2,05;1;269;25;"VFT/SE/00640";4,00733318523247;0,693147180559945;"Entire home/apt";1
"134";"Precioso en edificio histórico";4651176;"Isabel";"Nervión";"La Florida";37,38757;-5,98234;"Entire home/apt";77;7;21;"2022-09-10";0,48;3;205;14;"VTF/SE/00286";4,34380542185368;1,94591014905531;"Entire home/apt";0
"135";"Alegre estudio en el centro";4651176;"Isabel";"Casco Antiguo";"San Lorenzo";37,39811;-5,99612;"Entire home/apt";43;3;67;"2022-09-16";1,34;3;160;40;"VTF/SE/00288";3,76120011569356;1,09861228866811;"Entire home/apt";1
"136";"Asombroso en edificio histórico";4651176;"Isabel";"Casco Antiguo";"Santa Catalina";37,39299;-5,98766;"Entire home/apt";60;3;25;"2022-09-22";0,22;3;79;19;"VTF/SE/01587";4,0943445622221;1,09861228866811;"Entire home/apt";1
"137";"80m2 flat-4/6 pers-10min.Cathedral";4653961;"Rocio Y Daniel";"Casco Antiguo";"San Bartolomé";37,38951;-5,98695;"Entire home/apt";178;3;22;"2021-11-09";0,23;27;93;1;"A/SE/00157";5,18178355029209;1,09861228866811;"Entire home/apt";1
"139";"Quiet apartment in Seville";4697283;"Caridad";"Casco Antiguo";"San Gil";37,40259;-5,99007;"Entire home/apt";80;2;5;"2022-06-17";0,06;3;307;1;"A/SE/00091";4,38202663467388;0,693147180559945;"Entire home/apt";1
"140";"Beautiful 18C house in the center,private terrace.";4698713;"Mark Y Toñi";"Casco Antiguo";"San Bartolomé";37,39057;-5,98649;"Entire home/apt";125;2;60;"2022-02-14";0,59;1;51;4;"VFT/SE/01528";4,8283137373023;0,693147180559945;"Entire home/apt";1
"141";"'Views of the CATHEDRAL' (VFT/SE/01660)";3952052;"Javier";"Casco Antiguo";"Arenal";37,38582;-5,9951;"Entire home/apt";88;2;89;"2022-09-12";0,76;4;148;45;"VFT/SE/03258";4,47733681447821;0,693147180559945;"Entire home/apt";1
"142";"Charming apartment in Seville";4697283;"Caridad";"Casco Antiguo";"San Gil";37,40286;-5,98858;"Entire home/apt";80;2;1;"2022-07-09";0,37;3;316;1;"A/SE/00091";4,38202663467388;0,693147180559945;"Entire home/apt";1
"143";"Charming apartment in Sevilla";4697283;"Caridad";"Casco Antiguo";"San Gil";37,40109;-5,98967;"Entire home/apt";80;2;0;"";0;3;314;0;"A/SE/00091";4,38202663467388;0,693147180559945;"Entire home/apt";1
"144";"Expléndido dúplex en el centro!!";4707941;"Laguarcon S.L.";"Casco Antiguo";"Feria";37,40033;-5,99326;"Entire home/apt";83;3;10;"2018-11-02";0,1;2;21;0;"VFT/SE/00628";4,4188406077966;1,09861228866811;"Entire home/apt";1
"145";"Central 3b Penthouse with Terrace. VFT/SE/00722";2584848;"Jose Manuel";"Casco Antiguo";"San Bartolomé";37,39019;-5,98516;"Entire home/apt";181;2;103;"2020-01-02";0,89;3;0;0;"VFT/SE/00722";5,19849703126583;0,693147180559945;"Entire home/apt";1
"146";"Alameda Apartment A in Seville";4735558;"Ana Maria";"Casco Antiguo";"San Lorenzo";37,3986;-5,99428;"Entire home/apt";58;3;116;"2022-09-11";1,01;3;140;18;"VFT/SE/01000";4,06044301054642;1,09861228866811;"Entire home/apt";1
"147";"NICE APARTMENT WITH TERRACE";443808555;"Demetrio";"Casco Antiguo";"Feria";37,39949;-5,99215;"Entire home/apt";106;3;57;"2022-09-22";0,49;2;164;42;"VFT/SE/08498";4,66343909411207;1,09861228866811;"Entire home/apt";1
"148";"Jewish neighborhood (center) with free parking";4754979;"Daniel";"Casco Antiguo";"San Bartolomé";37,38975;-5,98859;"Entire home/apt";131;2;340;"2022-09-15";2,94;1;310;54;"VFT/SE/00402";4,87519732320115;0,693147180559945;"Entire home/apt";1
"149";"Penthouse Laraña I";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Alfalfa";37,39183;-5,99306;"Entire home/apt";180;3;15;"2022-09-09";0,22;34;161;9;"A/SE/00143";5,19295685089021;1,09861228866811;"Entire home/apt";1
"150";"Penthouse Laraña II";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Alfalfa";37,39188;-5,99323;"Entire home/apt";180;3;31;"2022-08-15";0,27;34;146;11;"A/SE/00143";5,19295685089021;1,09861228866811;"Entire home/apt";1
"152";"Ático Laraña IV";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Alfalfa";37,39196;-5,99354;"Entire home/apt";132;3;3;"2021-05-31";0,03;34;152;0;"A/SE/00143";4,88280192258637;1,09861228866811;"Entire home/apt";1
"153";"Laraña Mirador";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Alfalfa";37,39246;-5,99172;"Entire home/apt";102;3;7;"2022-05-04";0,2;34;131;4;"A/SE/00143";4,62497281328427;1,09861228866811;"Entire home/apt";1
"154";"Maravilloso dúplex con terraza";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"San Lorenzo";37,3968;-5,99446;"Entire home/apt";109;3;80;"2022-07-12";0,7;34;289;5;"VFT/SE/00888";4,69134788222914;1,09861228866811;"Entire home/apt";1
"155";"4. GRANADA.(1Bedroom,1sofabed,WIFI,balcony)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40164;-5,99733;"Entire home/apt";82;2;4;"2022-06-05";0,04;23;207;2;"A/SE/00080";4,40671924726425;0,693147180559945;"Entire home/apt";1
"156";"4. CÓRDOBA.(1Bedroom,1sofabed,WIFI,balcony)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40051;-5,99688;"Entire home/apt";79;2;6;"2022-06-09";0,06;23;189;4;"A/SE/00094";4,36944785246702;0,693147180559945;"Entire home/apt";1
"157";"0. CATEDRAL 2.(1Bedroom,1sofabed,WIFI,terrace)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38774;-5,99418;"Entire home/apt";111;2;1;"2014-10-08";0,01;23;250;0;"VFT/SE/146";4,70953020131233;0,693147180559945;"Entire home/apt";1
"158";"5. ALMERÍA.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40036;-5,99703;"Entire home/apt";140;2;6;"2018-10-16";0,05;23;266;0;"A/SE/00094";4,9416424226093;0,693147180559945;"Entire home/apt";1
"159";"5. MÁLAGA.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,39995;-5,99648;"Entire home/apt";140;2;4;"2022-04-16";0,03;23;281;2;"A/SE/00094";4,9416424226093;0,693147180559945;"Entire home/apt";1
"160";"Penthouse Edificio Constitución VII";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Cruz";37,38318;-5,9951;"Entire home/apt";188;3;21;"2018-09-30";0,21;34;95;0;"A/SE/00141";5,23644196282995;1,09861228866811;"Entire home/apt";1
"161";"Apartment Constitución VI";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Cruz";37,38292;-5,99368;"Entire home/apt";103;3;18;"2022-09-05";0,18;34;293;11;"A/SE/00141";4,63472898822964;1,09861228866811;"Entire home/apt";1
"162";"Apartamento Constitución V";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Cruz";37,38294;-5,99313;"Entire home/apt";141;3;63;"2022-08-10";0,65;34;314;12;"A/SE/00141";4,94875989037817;1,09861228866811;"Entire home/apt";1
"163";"ESTUDIO CONSTITUCIÓN IV";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Cruz";37,3833;-5,9929;"Entire home/apt";99;3;17;"2022-08-17";0,15;34;321;11;"A/SE/00141";4,59511985013459;1,09861228866811;"Entire home/apt";1
"164";"7. MAESTRANZA 5.(3Bedrooms,1sofabed,WIFI,terrace)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38708;-5,99931;"Entire home/apt";210;2;70;"2022-08-16";0,61;23;195;5;"A/SE/00112";5,34710753071747;0,693147180559945;"Entire home/apt";1
"165";"Casa Relator. 3 bedrooms, 2 bathrooms";4827501;"Veoapartment";"Casco Antiguo";"San Gil";37,40034;-5,99192;"Entire home/apt";174;1;174;"2022-09-19";1,6;5;269;33;"VFT/SE/02112";5,15905529921453;0;"Entire home/apt";1
"166";"Feria1B - Modern studio in Macarena";4827501;"Veoapartment";"Casco Antiguo";"Feria";37,39855;-5,99154;"Entire home/apt";90;1;254;"2022-09-20";2,22;5;314;39;"VFT/SE/02110";4,49980967033027;0;"Entire home/apt";1
"167";"Feria 2B - Studio in Macarena";4827501;"Veoapartment";"Casco Antiguo";"Feria";37,39855;-5,99154;"Entire home/apt";90;1;181;"2022-09-20";1,84;5;318;41;"VFT/SE/02110";4,49980967033027;0;"Entire home/apt";1
"168";"Feria2A - in Macarena neighbourhood";4827501;"Veoapartment";"Casco Antiguo";"Feria";37,39855;-5,99154;"Entire home/apt";90;1;156;"2022-06-27";1,42;5;327;22;"VFT/SE/02110";4,49980967033027;0;"Entire home/apt";1
"169";"Apartamento en el centro de Sevilla con garaje";4830830;"Alejandro";"Casco Antiguo";"Feria";37,39661;-5,99399;"Private room";59;2;0;"";0;3;0;0;"RTA: A/SE/00051";4,07753744390572;0,693147180559945;"Private room";1
"170";"5. SEVILLA.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40077;-5,99501;"Entire home/apt";140;2;2;"2016-10-13";0,02;23;269;0;"A/SE/00094";4,9416424226093;0,693147180559945;"Entire home/apt";1
"171";"Apartamento en Sevilla 2 dormitorios opcion garaje";4830830;"Alejandro";"Casco Antiguo";"San Lorenzo";37,39839;-5,99436;"Entire home/apt";120;2;0;"";0;3;0;0;"A/SE/00051";4,78749174278205;0,693147180559945;"Entire home/apt";1
"172";"5. JAÉN.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40187;-5,99723;"Entire home/apt";140;2;6;"2015-10-07";0,05;23;268;0;"A/SE/00094";4,9416424226093;0,693147180559945;"Entire home/apt";1
"173";"7. MAESTRANZA 1.(2Bedrooms,1sofabed,WIFI)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38843;-5,99762;"Entire home/apt";134;2;5;"2022-06-26";0,04;23;214;2;"A/SE/00112";4,89783979995091;0,693147180559945;"Entire home/apt";1
"174";"7. MAESTRANZA 2.(2Bedrooms,1sofabed,WIFI,balcony)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38798;-5,99743;"Entire home/apt";142;2;5;"2017-07-03";0,04;23;217;0;"A/SE/00112";4,95582705760126;0,693147180559945;"Entire home/apt";1
"175";"Apartment constitución III";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Cruz";37,38262;-5,99389;"Entire home/apt";99;3;16;"2022-05-08";0,19;34;295;8;"A/SE/00141";4,59511985013459;1,09861228866811;"Entire home/apt";1
"176";"Apartment constitution II";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Arenal";37,38471;-5,99487;"Entire home/apt";128;3;4;"2022-08-14";0,05;34;310;1;"A/SE/00141";4,85203026391962;1,09861228866811;"Entire home/apt";1
"177";"Apartment Constitución I";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Cruz";37,38495;-5,99313;"Entire home/apt";100;3;3;"2019-01-13";0,03;34;95;0;"A/SE/00141";4,60517018598809;1,09861228866811;"Entire home/apt";1
"178";"BIG ROOM.TOWN CENTRE.ONLY LONG TERM";3067388;"Miguel";"Los Remedios";"Los Remedios";37,37568;-6,00148;"Private room";10;60;0;"";0;2;287;0;"Codigo registro turistico: VTF/HU/01096";2,30258509299405;4,0943445622221;"Private room";0
"179";"Downtown Apartment in Sevilla";4907659;"Luis";"Casco Antiguo";"San Julián";37,39929;-5,98784;"Entire home/apt";85;2;241;"2022-09-09";2,65;1;271;1;"";4,44265125649032;0,693147180559945;"Entire home/apt";1
"180";"Nice room near center + Terrasse / Rosa";3540583;"María";"Sur";"El Porvenir";37,37133;-5,98275;"Private room";39;1;274;"2022-09-12";2,35;15;332;12;"VFT/SE/04157";3,66356164612965;0;"Private room";0
"181";"5. JERÉZ.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40013;-5,99558;"Entire home/apt";140;2;7;"2022-03-28";0,06;23;283;1;"A/SE/00080";4,9416424226093;0,693147180559945;"Entire home/apt";1
"182";"5. RONDA.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40221;-5,99705;"Entire home/apt";121;2;1;"2013-04-23";0,01;23;299;0;"A/SE/00094";4,79579054559674;0,693147180559945;"Entire home/apt";1
"183";"Excellent Apartment in Triana-Sevilla VFT/SE/00913";2584848;"Jose Manuel";"Triana";"Triana Casco Antiguo";37,38413;-6,00325;"Entire home/apt";70;3;28;"2022-05-17";0,27;3;260;6;"VFT/SE/00913";4,24849524204936;1,09861228866811;"Entire home/apt";0
"184";"5. CÁDIZ.(2Bedrooms,1sofabed)";4813585;"Francisco";"Casco Antiguo";"San Gil";37,40201;-5,99499;"Entire home/apt";140;2;3;"2022-05-22";0,03;23;289;1;"A/SE/00094";4,9416424226093;0,693147180559945;"Entire home/apt";1
"185";"7. MAESTRANZA 3.(2Bedrooms,1sofabed,WIFI,balcony)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38642;-5,99871;"Entire home/apt";133;2;25;"2022-05-29";0,21;23;200;5;"A/SE/00112";4,89034912822175;0,693147180559945;"Entire home/apt";1
"186";"7. MAESTRANZA 4.(2Bedrooms,1sofabed,WIFI,balcony)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38672;-5,99926;"Entire home/apt";152;2;18;"2022-04-19";0,16;23;171;1;"A/SE/00112";5,02388052084628;0,693147180559945;"Entire home/apt";1
"187";"0. CATEDRAL 1.(Studio,1sofabed,WIFI,balcony)";4813585;"Francisco";"Casco Antiguo";"Arenal";37,38748;-5,996;"Entire home/apt";80;2;5;"2022-06-06";0,05;23;243;3;"VFT/SE/148";4,38202663467388;0,693147180559945;"Entire home/apt";1
"188";"CASA PUERTA REAL.PLAZA PARKING GRATIS!!!. Centro";2746843;"Dolores";"Casco Antiguo";"Museo";37,39317;-6,00238;"Entire home/apt";192;2;9;"2022-06-05";0,22;1;364;7;"CTC-201900003738";5,25749537202778;0,693147180559945;"Entire home/apt";1
"189";"Penthouse!!! Center of Seville!!! 2 BR + 2 bath!!!";2300263;"Brad";"Casco Antiguo";"Encarnación, Regina";37,392792;-5,989671;"Entire home/apt";95;1;277;"2022-09-18";2,43;2;275;74;"CTC-2018163798";4,55387689160054;0;"Entire home/apt";1
"190";"B&B, Center. Room with terrace RO-I";3540583;"María";"Sur";"Huerta de la Salud";37,37315;-5,98112;"Private room";39;1;418;"2022-09-07";3,76;15;335;33;"VFT/SE/04157";3,66356164612965;0;"Private room";0
"191";"nice apartament center private cour";1391956;"Jorge";"Casco Antiguo";"Alfalfa";37,39242;-5,99234;"Entire home/apt";91;2;296;"2022-09-11";2,55;5;55;38;"vft/se/0398";4,51085950651685;0,693147180559945;"Entire home/apt";1
"192";"Habitacion with sunny terrace B&B";3540583;"María";"Sur";"Huerta de la Salud";37,37301;-5,98096;"Private room";39;1;360;"2022-03-24";3,15;15;342;8;"VFT/SE/04157";3,66356164612965;0;"Private room";0
"193";"4. HUELVA.(1Bedroom,1sofabed,WIFI)";4813585;"Francisco";"Casco Antiguo";"San Lorenzo";37,40176;-5,99731;"Entire home/apt";82;2;5;"2022-04-11";0,1;23;192;2;"A/SE/00094";4,40671924726425;0,693147180559945;"Entire home/apt";1
"194";"4. OSUNA.(1Bedroom,1sofabed,WIFI)";4813585;"Francisco";"Casco Antiguo";"San Gil";37,4017;-5,99501;"Entire home/apt";80;2;0;"";0;23;226;0;"A/SE/00094";4,38202663467388;0,693147180559945;"Entire home/apt";1
"195";"6. MARBELLA.(3Bedroom,1sofabed,WIFI,terrace)";4813585;"Francisco";"Casco Antiguo";"San Gil";37,40198;-5,99509;"Entire home/apt";167;2;35;"2022-08-01";0,31;23;279;7;"A/SE/00080";5,11799381241676;0,693147180559945;"Entire home/apt";1
"196";"Ático dúplex con terraza privada Eslava 6";4502723;"Espacio Eslava";"Casco Antiguo";"San Vicente";37,3964;-5,99596;"Entire home/apt";157;1;16;"2022-07-10";0,21;6;278;5;"A/SE/00089";5,05624580534831;0;"Entire home/apt";1
"197";"Live the most authentic Sevilla in TRIANA";5160972;"Maribel";"Triana";"Triana Oeste";37,38929;-6,00868;"Entire home/apt";55;2;437;"2022-09-24";3,81;2;256;68;"VFT/SE/530";4,00733318523247;0,693147180559945;"Entire home/apt";0
"198";"HISTORIC OLD CITY. SAN LUIS STREET";4696783;"Rafa";"Casco Antiguo";"San Julián";37,4001;-5,98746;"Entire home/apt";89;2;109;"2022-06-27";0,94;6;342;17;"A/SE/00091";4,48863636973214;0,693147180559945;"Entire home/apt";1
"199";"Apartment next to the Cathedral. FREE WIFI";4614348;"Celia";"Casco Antiguo";"San Bartolomé";37,38764;-5,98918;"Entire home/apt";69;2;66;"2020-02-24";0,58;1;162;0;"VFT/SE/00406";4,23410650459726;0,693147180559945;"Entire home/apt";1
"200";"HISTORIC OLD CITY. NEWLY RENOVATED";4696783;"Rafa";"Casco Antiguo";"San Gil";37,40307;-5,99014;"Entire home/apt";102;2;75;"2022-06-08";0,65;6;33;11;"A/SE/00091";4,62497281328427;0,693147180559945;"Entire home/apt";1
